timestamp,level,flow_run_id,task_run_id,message
2025-09-02 09:06:46.417683+00:00,20,2dd516c8-7ae3-4b2e-8bad-135b7bea7560,,Worker 'KubernetesWorker 6c1a7ef3-6580-4f6c-9303-f2c1895094ef' submitting flow run '2dd516c8-7ae3-4b2e-8bad-135b7bea7560'
2025-09-02 09:06:46.522210+00:00,20,2dd516c8-7ae3-4b2e-8bad-135b7bea7560,,Creating Kubernetes job...
2025-09-02 09:06:47.097339+00:00,20,2dd516c8-7ae3-4b2e-8bad-135b7bea7560,,Completed submission of flow run '2dd516c8-7ae3-4b2e-8bad-135b7bea7560'
2025-09-02 09:06:56.207548+00:00,20,2dd516c8-7ae3-4b2e-8bad-135b7bea7560,,Opening process...
2025-09-02 09:06:59.827677+00:00,20,2dd516c8-7ae3-4b2e-8bad-135b7bea7560,, > Running git_clone step...
2025-09-02 09:07:07.467308+00:00,20,2dd516c8-7ae3-4b2e-8bad-135b7bea7560,,Beginning flow run 'quirky-dugong' for flow 'run-bhc-change-detection-flow'
2025-09-02 09:07:07.492353+00:00,20,2dd516c8-7ae3-4b2e-8bad-135b7bea7560,,Using quad ID: L15-1733E-1259N
2025-09-02 09:07:07.494350+00:00,20,2dd516c8-7ae3-4b2e-8bad-135b7bea7560,,Input path: /nas/COG/basemap_planet/Y2024/M11/D01/basemap_planet_global_monthly_2024_11_mosaic/40000_global_monthly_2024_11_mosaic_cog.tif
2025-09-02 09:07:07.496174+00:00,20,2dd516c8-7ae3-4b2e-8bad-135b7bea7560,,Output directory: /nas/Projects/N-BHC24A/change_detection
2025-09-02 09:07:07.751119+00:00,20,2dd516c8-7ae3-4b2e-8bad-135b7bea7560,019909ae-14b4-74d1-8940-2f932a015487,This job ID will be used - prefect-quirky-dugong-1
2025-09-02 09:07:07.758982+00:00,20,2dd516c8-7ae3-4b2e-8bad-135b7bea7560,019909ae-14b4-74d1-8940-2f932a015487,Finished in state Completed()
2025-09-02 09:07:08.156152+00:00,20,2dd516c8-7ae3-4b2e-8bad-135b7bea7560,019909ae-1573-7166-b9b6-48d153e8b53b,No completed run found for quad_id 'L15-1733E-1259N' in 2024-10.
2025-09-02 09:07:08.167666+00:00,20,2dd516c8-7ae3-4b2e-8bad-135b7bea7560,019909ae-1573-7166-b9b6-48d153e8b53b,Finished in state Completed()
2025-09-02 09:07:08.173082+00:00,40,2dd516c8-7ae3-4b2e-8bad-135b7bea7560,,"Encountered exception during execution: FileNotFoundError('Previous month segmentation data not found for 40000_global_monthly_2024_11_mosaic_cog--L15-1733E-1259N--building.gpkg')
Traceback (most recent call last):
  File ""/usr/local/lib/python3.10/site-packages/prefect/flow_engine.py"", line 782, in run_context
    yield self
  File ""/usr/local/lib/python3.10/site-packages/prefect/flow_engine.py"", line 1397, in run_flow_sync
    engine.call_flow_fn()
  File ""/usr/local/lib/python3.10/site-packages/prefect/flow_engine.py"", line 802, in call_flow_fn
    result = call_with_parameters(self.flow.fn, self.parameters)
  File ""/usr/local/lib/python3.10/site-packages/prefect/utilities/callables.py"", line 210, in call_with_parameters
    return fn(*args, **kwargs)
  File ""/app/modint-prefect-main/modint_prefect/prefect_flow.py"", line 756, in run_bhc_change_detection_flow
    raise FileNotFoundError(f""Previous month segmentation data not found for {current_month_filename}"")
FileNotFoundError: Previous month segmentation data not found for 40000_global_monthly_2024_11_mosaic_cog--L15-1733E-1259N--building.gpkg"
2025-09-02 09:07:08.265333+00:00,20,2dd516c8-7ae3-4b2e-8bad-135b7bea7560,,Finished in state Failed('Flow run encountered an exception: FileNotFoundError: Previous month segmentation data not found for 40000_global_monthly_2024_11_mosaic_cog--L15-1733E-1259N--building.gpkg')
2025-09-02 09:07:08.271771+00:00,40,2dd516c8-7ae3-4b2e-8bad-135b7bea7560,,"Engine execution exited with unexpected exception
Traceback (most recent call last):
  File ""/usr/local/lib/python3.10/site-packages/prefect/flow_engine.py"", line 1554, in run_flow
    ret_val = run_flow_sync(**kwargs)
  File ""/usr/local/lib/python3.10/site-packages/prefect/flow_engine.py"", line 1399, in run_flow_sync
    return engine.state if return_type == ""state"" else engine.result()
  File ""/usr/local/lib/python3.10/site-packages/prefect/flow_engine.py"", line 361, in result
    raise self._raised
  File ""/usr/local/lib/python3.10/site-packages/prefect/flow_engine.py"", line 782, in run_context
    yield self
  File ""/usr/local/lib/python3.10/site-packages/prefect/flow_engine.py"", line 1397, in run_flow_sync
    engine.call_flow_fn()
  File ""/usr/local/lib/python3.10/site-packages/prefect/flow_engine.py"", line 802, in call_flow_fn
    result = call_with_parameters(self.flow.fn, self.parameters)
  File ""/usr/local/lib/python3.10/site-packages/prefect/utilities/callables.py"", line 210, in call_with_parameters
    return fn(*args, **kwargs)
  File ""/app/modint-prefect-main/modint_prefect/prefect_flow.py"", line 756, in run_bhc_change_detection_flow
    raise FileNotFoundError(f""Previous month segmentation data not found for {current_month_filename}"")
FileNotFoundError: Previous month segmentation data not found for 40000_global_monthly_2024_11_mosaic_cog--L15-1733E-1259N--building.gpkg"
2025-09-02 09:07:09.251251+00:00,40,2dd516c8-7ae3-4b2e-8bad-135b7bea7560,,Process for flow run 'quirky-dugong' exited with status code: 1
