timestamp,level,flow_run_id,task_run_id,message
2025-10-27 08:54:38.585884+00:00,20,8627fa9e-636f-4b59-a223-478ebe676e7b,,Worker 'KubernetesWorker dd8da5d6-45af-4244-a22a-2d47ea425ac5' submitting flow run '8627fa9e-636f-4b59-a223-478ebe676e7b'
2025-10-27 08:54:39.031810+00:00,20,8627fa9e-636f-4b59-a223-478ebe676e7b,,Creating Kubernetes job...
2025-10-27 08:54:39.244637+00:00,20,8627fa9e-636f-4b59-a223-478ebe676e7b,,Completed submission of flow run '8627fa9e-636f-4b59-a223-478ebe676e7b'
2025-10-27 08:54:46.143445+00:00,20,8627fa9e-636f-4b59-a223-478ebe676e7b,,Opening process...
2025-10-27 08:54:48.896218+00:00,20,8627fa9e-636f-4b59-a223-478ebe676e7b,, > Running git_clone step...
2025-10-27 08:54:54.436261+00:00,20,8627fa9e-636f-4b59-a223-478ebe676e7b,,Beginning flow run 'literate-crocodile' for flow 'run-modint-flow'
2025-10-27 08:54:54.651157+00:00,20,8627fa9e-636f-4b59-a223-478ebe676e7b,019a24e0-a906-70cf-9509-ae65517aaaf8,This job ID will be used - modint-prefect-literate-crocodile-1
2025-10-27 08:54:54.657342+00:00,20,8627fa9e-636f-4b59-a223-478ebe676e7b,019a24e0-a906-70cf-9509-ae65517aaaf8,Finished in state Completed()
2025-10-27 08:54:55.244034+00:00,20,8627fa9e-636f-4b59-a223-478ebe676e7b,019a24e0-a9c5-7d55-954d-d3287708036a,Finished in state Completed()
2025-10-27 08:54:55.253800+00:00,20,8627fa9e-636f-4b59-a223-478ebe676e7b,019a24e0-a9c4-7ce4-9497-d08fa48b8e8a,Finished in state Completed()
2025-10-27 08:54:55.455710+00:00,20,8627fa9e-636f-4b59-a223-478ebe676e7b,019a24e0-a9cb-7034-8312-c46bafe97243,{'scene_path': '/nas/Projects/C-BIZ01A/Wyvern/wyvern_dragonette-001_20241003T001114_b9b1a0b8_clipped_6.tif'}
2025-10-27 08:54:55.460407+00:00,20,8627fa9e-636f-4b59-a223-478ebe676e7b,019a24e0-acb1-780f-9190-21982a8d89fc,Finished in state Completed()
